Post,Emotion
"You're at Starbucks? Please post pictures of your coffee, I've never seen one before,thank you?"""" William A, Ward #quote"" (A)",Desire
"Sipping my delish Green Mountain coffee--fair trade, good for farmers, good for you: #ChooseFairTradeBH #ad (A)",Love
@soaring_wings @Sobou @ebilginger mom bought me a keurig machine so i could make coffee every morning in the space of like 5mins (A),Joy
everything good except that coffee is free falling since I bot it last week..down 9% already hehe..&amp; I scratched on an add &amp; cut 25% after (A),Joy
"my playlist is perfect, my coffee is strong, my spot is warm, my paper is coming along nicely. #content (A)",Joy
@littlexlatina hasn't showered and is wearing a mens flannel while drinking coffee and writing #IveRaisedYouWell (A),Joy
Started my morning the right way: a cupcake a huge coffee and @JessicaGroVAY @TheNickAdams @joespiel and @jtforbach's singing #HappyFriday (A),Joy
"“@UberFacts: Before coffee became popular, beer was often served for breakfast in the United States.” Wowowowow what the fuck (A)",Other
"My brother literally fell off the couch into his toy box..a coffee cup fell on his head..he got up and said ""God I hope no one saw tht""😭😂😂😭 (A)",Joy
"“@UberFacts: Before coffee became popular, beer was often served for breakfast in the United States.” And this changed why?!? (A)",Desire
What I do like about #whiskey hangover is that is doesn't last long. Shower and #coffee bring you back to regular life immediately. (A),Joy
"I am compatible with coffee and music that is all. If you are not a giant cup of coffee, cd, or band go away. (A)",Love
"there, sleepy head. Got a good nap in? *He asks, heading over there as he snatches up the mug of coffee left by&gt; @Felicia_Alea (A)",Love
4- well I guess ur cool lik it's eh but FaceTime me &amp; buy me starbucks you little gay boi. Double chocolate chip frap &amp; a coffee cake fag😘 (A),Desire
"in other news, it took me 3 years to finish 1 bag of coffee. now I have fresh cream &amp; I'm plum out of coffee beans. #coffee #sos (A)",Desire
"Thanks to @HeyImDaria bringing me  large McDonalds coffee, I can study all night and do good on my midterm tomorrow 😍 #bestfriend (A)",Joy
"@ImThatRina Hehe ^^, Its my first day, hope I'll be able to make the perfect coffee soon ;) Any more new Starbucks' in Cph these days? :P xx (A)",Other
@jamiewetherbe Of course! Stimulus is out now which is our Belgian Amber w/ coffee from @intelligentsia .... it's pretty damn good. (A),Love
"What's better than hot chocolate? Hot chocolate made with coffee instead of plain water, that's what. #Mmmm (A)",Desire
"“@8_Semesters: If professors brewed coffee for the class, people might actually show up. #CL” ☕️ I would at least (A)",Other
“@A_Pacheco22: “@karlav_reyes: Running on one hour of sleep. I need coffee.” And a red bull and a line of cocaine :P” you read my mind lol (A),Desire
"Makasiiii ma cousin nephew friend,love you much gaiis! (w/ Aviana &amp; Finna at Calais Artisan Bubble Tea &amp; Coffee) — https://t.co/jgCdhB0qov (A)",Love
@_xuening nuuuuu.... I just need more coffee. Idk why I'm still so sleepy after all that coffee though. (A),Desire
Trying to enjoy my coffee. @Xtine1158 is clipping Sage's nails when one shot up and landed in my mug... #MoreCoffee (A),Desire
@mssophiemorgan @tarabluesky Wait wait wait what? Free coffee? Am I reading this correctly? Why do I not have this yet? (A),Other
@alderman54 yes it's delicious! 25 grams of protein and only 200 calories. Cheers! Lol and they have vanilla and coffee flavors too (A),Love
Hiya @TLC_Tom I may have some time when in Harrogate area........are you about for a quick coffee ? ☺ (A),Other
♥♡ Starbucks blond roast coffee to wake up with. Ones gotta have starbucks and coffee mate in the morning to have a great am. (A),Love
Seriously good coffee @clementandpekoe. Great to hear their story and love for what they do from the lovely Darine #enjoyyourcity (A),Love
"Think I may be addicted to coffee now. Either that, or my aging has accelerated faster than I anticipated. (A)",Other
“@BrennanCasteel: I need a cute girl to buy coffee and do cute shit for.” Where have you been my whole life 😔 (A),Desire
Watching the pens vs nucks while drinking coffee and snuggling in a blanket couldn't be more perfect :) (A),Joy
@xxmeilynxx lucky! I think I should marry a Cuban so I can have your food and coffee all the time and still be Argentinian👏☝️ (A),Other
"Technically it’s 7 hours until I have a coffee but sleep is time travel so see you in a minute or two, lovely coffee on my bedside table. (A)",Love
@Tammyb447 @cjnapoet @Barb_Calabrese @simarly @sokaelgato @sheltongain @Ellbron Pumpkin Spice Creme coffee today. Great! (A),Joy
So I've just had a two course meal and a coffee in cafe rouge for £4. I love tesco vouchers with all my heart. (A),Love
“@Specbubble: My favourite boss was the alcoholic one. She used to nap at her desk and put Whisky in her coffee.  &lt; enough about my mum! (A),Love
"When you wake up earlier, you have more time to drink more coffee #turntup #bffs #breakfastforever @i4sh0t (A)",Joy
Just looked down to my hair in my coffee. Hope this isn't an indication as to how the rest of the day is going to be. (A),Other
During the PSAT I kicked my coffee cup over &amp; spilled coffee all over the ground and I had to wipe it up with Kleenex. I'm so embarrassing 😂 (A),Joy
"Smokin' hot worker dudes working on my house and I show up with bed head, coffee breath, and no bra on👌 #yikes (A)",Love
@lizbeth4beauty Coffee + Beckett's chair. Perfect for a long day/night of shooting. The #Caste crew is the best! Thanks! (A),Joy
THIS COFFEE POT STOPS BREWING WHEN YOU TAKE IT OUT AND STARTS BREWING AGAIN WHEN YOU PUT IT BACK IN WHAT?!?!? (A),Other
Just when I thot my love was too busy to make my coffee. I find my coffee cup ready to go. He's so awesome ♡♡ (A),Love
@iSellGreenCards @WackMyZach sprinkle some on your coffee in the morning and the rest of your day is in the happiest colors. (A),Joy
@Rayyyrae I'm cruising down your soundcloud page enjoying every single song.Great stuff.Perfect November morning ...coffee and Rae's tunes (A),Joy
"Construction works at house finally finished, I can use balcony again! high up on my to do list: coffee/sun/book - now! #happyplace #weekend (A)",Joy
Do you know what I think would be a brilliant business idea? A home delivery coffee &amp; croissant service. Anyone feel like doing a dry run? (A),Desire
@BucSocialMedia I like dark coffee with almond milk and stevia so mine doesn't make the list. LOL Happy Friday! (A),Joy
".@sherrett @bmann 5a.m.-10a.m. coffee, weisswurst and weissbier count me in as a frequent customer :-) (A)",Joy
Went out for dinner and an amaretto coffee...then went back to work and made reflexology business cards. How cool am I??? (A),Joy
Best Saturday ever. Sitting on my living room floor in my underwear sipping coffee. About to be on tOSU campus rooting on the #Buckeyes (A),Joy
@UnionJworld got my coffee wearing my monkey onesie watching unionj videos on YouTube:'D = perfectnight💕 #beautifullifeujmidnight 🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒 (A),Love
I've had two cups of coffee but I'm still crashing hard. Time to chug the 5-hour energy and pray it helps. (A),Other
Seriously can you guys just all give me a Starbucks gift card? That'd be cool so I can have coffee &amp;&amp; still be able to pay rent too! 😳😛 (A),Desire
"Thx mom! “@nancykhs: This mom loves weekend mornings, a hot cup of coffee, a cozy fire and my fav anchor @LindsayShively on @41ActionNews !” (A)",Love
"@missalihillis I was having a crappy morning at work, then your coffee commercial came on and made me smile! Thanks for brightening my day!! (A)",Joy
@EveEvolve am presently enjoying a pumpkin spice iced coffee while sitting here listening to the wind and 1/2 asleep. lazy day. i like it. (A),Love
"how the heck do I manage to feel sleepy at 9am after coffee considering I woke up by myself, not alarm == (A)",Other
i just sit on the back counter in art with coffee everyday working at whatever pace i want and listening to music its fine (A),Joy
"@jade3143 thank you friend, it was great meeting I am coming back for coffee soon....have a great week in the limo..... (A)",Joy
☕️“@Aj_Moore: Someone should tweet me a coffee. And should also tweet me when my homework is done and I can go to sleep.” (A),Desire
@gturner2001 thank you so much. Hope and pray you are doing well! Was just drinking coffee and reminiscing about your classroom smell. (A),Joy
@Starbucks Pleeerase strike a deal with the Postal Service. People need morning coffee while reading their mail! STARRRBUCKS STARBUCKS!! (A),Desire
"@purebloodheir @_SaraShirabuki_ *rolled his eyes mentally yet he didn't utter any words after that, just drinking his coffee calmly, -- (A)",Other
"#DopePrayer there for #Mondays - ""Lord give me #coffee to change things i can change, and #wine to accept things i can't accept. (A)",Desire
throwback to when @KiehnEmily123 entirely missed her mouth while drinking coffee at camp☕️😂 i still laugh (A),Joy
"@cpayneonaplane @RichAppel @gthot20 If you have time to spare during the Nov Billboard conference, I'd love to get coffee + chat music biz! (A)",Desire
"There you are,
sitting in the garden 
clutching my coffee
calling me sugar 
you called me sugarrrrrrr. (A)",Other
Hey Flip (@obviousdesigner) ears burning? Just grabbed coffee with @Kuehl at @ColectivoCoffee &amp; realized our shared connection. #Smallwaukee (A),Joy
".@ohdangmegan it's the one thing that I need in the morning not coffee, not a pep talk, or a snickers bar, I just want REESES PUFFS (A)",Desire
hello.... morning! we'll have a coffee lil lady? j you and I? long since we sat and had a nice chat... like good friends...(A),Desire
"RT @faniamacho: Talking with you are just as stimulating as black coffee, and just as hard to sleep after. (A)",Love
"I used to drink, on average, 5-6 cups of coffee a day... I've not had one for about 14 months now. Absolutely craving one now though (A)",Desire
@edasnr ı guess ı can fly or ı am mad .ı dont know what happen to me but ı need u want to turkish coffee and mrs.zebra.when will you come? (A),Desire
@KekesKidrauhl *sighs* it's okay. Fix me some pumpkin coffee next time with international delight pumpkin pie spice cream and sugar. Thanks. (A),Desire
"@christinastriga :-)
i suggest a strong cup
of black turkish coffee
you need it to stay up;
&amp; don't forget the toffee (A)",Desire
"@lahmchops coffee and run Manchester. Flat, fast course and some awesome veggie restaurants! Greens and Earth Cafe to name 2 (A)",Love
"""Coffee to change the things I can and wine to change the things I can't"" wise words from the lovely @audreyrosexox #genius (A)",Love
you deserve hot coffee in the morning. you deserve love notes and flowers on your doorstep. you deserve to travel and you deserve happiness. (A),Love
@aromaespressofl @Colombiapati sorry we missed you. Please send marketing info &amp; separate price sheet for ur coffee. We import &amp; distribute. (A),Desire
Malam minggu with my husband.... :) (with Ayänk at Kopiteko Coffee And Eatery) — https://t.co/Kk89wXHTgx (A),Joy
@Kay_Hal he's on deiter bay as we speak.. No big deal. Me and joanie are drinking iced coffee's with him ;) (A),Joy
"@Brontski Thanks for spreading the good coffee word. Minor correction it's FairTrade, a bit of a difference. Have a Kick Ass weekend! (A)",Joy
"It was great having a catch up today with the amazing @vsampyne  @Milly_Pyne,top coffee and cakes,and banter
#inspiringfamily (A)",Joy
@ScottyMcCreery Morning Coffee &amp; first listen of the new CD. Weekends don't start any better than that. (A),Joy
Just listening to music and drinking this Tim's coffee my mom gave me. She also bought me some candy and some lighters. (A),Joy
@Cgeeek04 @aviaene bahahaha a little bitch.... Me? Dear heavens never! I just need my morning coffee!!! :) (A),Desire
Just had a lovely meal. Defo finishing it with a coffee and baileys. Keeping up @petemarney traditions. (A),Love
I earned about 600 @Citibank reward points. I am 200 points shy of being able to get Coffee Filters https://t.co/vljTyPvFQm (A),Joy
"I'm up ugh. .... got to go let the doggy out... need coffee and a nap,  I am not a morning person anymore (A)",Desire
"sarah,sarah,sarah.........would yah like to meet for a coffee....u can bring ur boyfriend if yah want....? (A)",Desire
@DunkinNYTri  #DDrill #SweepsEntry DD is part of my morning drill because I can't start the day without a cup of their iced coffee (A),Desire
"This night deserves to be rewarded with a gif post, a cup of coffee, 3 chapters into a book, and 3 winning games &lt;3 (A)",Love
New boss just bought me a MUCH needed coffee! 🙌 Side note: the only time I'll ever walk around in a lab coat will be at this job. 😳 (A),Joy
My fave episode is on where @KhloeKardashian looks for coffee on her scooter at 5am and drops her scooter keys in a sewer😂😂 (A),Joy
that cuban coffee tore my stomach up im so hungry! hope my roommate be safe in here alone while i go to taco bell (A),Other
"Baking a chocolate croissant to have with my #morning cup of #coffee, how fancy# @bRocket__man @coffee_dad (A)",Joy
I'm pretty awake for a guy who only got 4 hours of sleep. I haven't even gotten my morning coffee! weird (A),Other
"I want it to rain and get somewhat cold, sit in my house watching a movie w coffee or hot cocoa and snuggle w my husband in sweats n hoodie (A)",Desire
"I arrived at the coffee shop way too early. I blame you, fast &amp; hot Team Starbucks lady rider with a very, very nice butt. #DistractedRiding (A)",Love
"Coffee kanina, at wine mamaya, two things that are bad for my heart daw, I wanna know how much my heart can take (A)",Desire
done with class...sitting outside in the sun...sipping a coffee...listening to the new arcade fire album... too nice. (A),Joy
Cup of coffee and beans from @happygoatcoffee - Henry roasts the best coffee in #ottawa! Art &amp; Coffee. (A),Love
"“@UWEauClaire: The early student gets the free scarf and hat and cookies and coffee. Tues. 7:30-8:45am"" someone get me scarf!!! #please (A)",Desire
